round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
689,11,38,3,16,0.7206,0.4074,0.9268,0.5366,0.8121
690,10,43,1,14,0.7794,0.4167,0.9773,0.5714,0.8456
691,6,53,2,7,0.8676,0.4615,0.9636,0.5714,0.8154
692,9,47,2,10,0.8235,0.4737,0.9592,0.6,0.8571
693,10,49,1,8,0.8676,0.5556,0.98,0.6897,0.8567
694,11,49,2,6,0.8824,0.6471,0.9608,0.7333,0.9446
695,10,45,1,12,0.8088,0.4545,0.9783,0.6061,0.7945
696,9,49,0,10,0.8529,0.4737,1.0,0.6429,0.8153
697,5,49,2,12,0.7941,0.2941,0.9608,0.4167,0.7486
698,8,49,0,11,0.8382,0.4211,1.0,0.5926,0.8829
699,17,43,1,7,0.8824,0.7083,0.9773,0.8095,0.91
700,8,50,1,9,0.8529,0.4706,0.9804,0.6154,0.8789
701,6,54,1,7,0.8824,0.4615,0.9818,0.6,0.8923
702,11,42,1,14,0.7794,0.44,0.9767,0.5946,0.8549
703,10,54,1,3,0.9412,0.7692,0.9818,0.8333,0.9371
704,6,50,1,11,0.8235,0.3529,0.9804,0.5,0.7832
705,8,48,2,10,0.8235,0.4444,0.96,0.5714,0.7722
706,8,48,3,9,0.8235,0.4706,0.9412,0.5714,0.8939
707,8,48,3,9,0.8235,0.4706,0.9412,0.5714,0.7993
708,7,53,1,7,0.8824,0.5,0.9815,0.6364,0.9127
709,8,42,1,17,0.7353,0.32,0.9767,0.4706,0.7814
710,9,45,2,12,0.7941,0.4286,0.9574,0.5625,0.7974
711,8,50,3,7,0.8529,0.5333,0.9434,0.6154,0.8428
712,6,47,2,13,0.7794,0.3158,0.9592,0.4444,0.7218
713,10,48,1,9,0.8529,0.5263,0.9796,0.6667,0.8378
714,8,43,3,14,0.75,0.3636,0.9348,0.4848,0.7569
715,6,52,0,10,0.8529,0.375,1.0,0.5455,0.9087
716,8,51,1,8,0.8676,0.5,0.9808,0.64,0.9315
717,11,42,3,12,0.7794,0.4783,0.9333,0.5946,0.8599
718,10,46,3,9,0.8235,0.5263,0.9388,0.625,0.9087
719,8,46,5,9,0.7941,0.4706,0.902,0.5333,0.8547
720,7,56,0,5,0.9265,0.5833,1.0,0.7368,0.8884
721,6,53,2,7,0.8676,0.4615,0.9636,0.5714,0.828
722,10,51,2,5,0.8971,0.6667,0.9623,0.7407,0.8994
723,9,46,0,13,0.8088,0.4091,1.0,0.5806,0.8992
724,10,53,2,3,0.9265,0.7692,0.9636,0.8,0.9538
725,5,52,3,8,0.8382,0.3846,0.9455,0.4762,0.7678
726,6,50,7,5,0.8235,0.5455,0.8772,0.5,0.7943
727,12,44,3,9,0.8235,0.5714,0.9362,0.6667,0.8987
728,8,50,3,7,0.8529,0.5333,0.9434,0.6154,0.8415
729,10,50,3,5,0.8824,0.6667,0.9434,0.7143,0.9094
730,13,46,0,9,0.8676,0.5909,1.0,0.7429,0.8696
731,8,50,0,10,0.8529,0.4444,1.0,0.6154,0.8667
732,11,41,4,12,0.7647,0.4783,0.9111,0.5789,0.7855
733,13,46,1,8,0.8676,0.619,0.9787,0.7429,0.9108
734,8,49,3,8,0.8382,0.5,0.9423,0.5926,0.8546
735,12,43,0,13,0.8088,0.48,1.0,0.6486,0.9256
736,15,44,2,7,0.8676,0.6818,0.9565,0.7692,0.9219
737,7,53,1,7,0.8824,0.5,0.9815,0.6364,0.8981
